french|lingala
Solo 2 : Bonjour ALINO KIZAZA, OLIVIER PELEMBA J’ai mal au cœur, mal partout  SYLLA ton absence me fait mal  Ta présence est la lumière du crépuscule|Solo 2 :  Mibaramo mibaramo ALINO KIZAZA, OLIVIER PELEMBA J’ai mal au cœur, mal partout  SYLLA absence epesi pasi  Présence nayo eza lumière ya moyi ya pokua na horizon
Solo 3 : SYLLA, a rajouté  du piment dans les yeux de notre amour  Aimé … l’amour est devenu amer  C’est pour quoi l’amour est aveugle [Dédicaces …]|Solo 3 : SYLLA a kotisi pili-pili na miso ya bolingo ya nga na yo  Aimé …bolingo ekoti bololo  C’est pour quoi l’amour est aveugle [Dédicaces …]
Solo 4 : Ils insultent, ils racontent des ragots sur SILVIE CHAKO [Dédicaces …]|Solo 4 : Bango balobaka, bango bafinga SILVIE CHAKO  [Dédicaces …]
Chœur : AMINATA, dit  moi pour que je le sache, à quel niveau me places-tu dans la hiérarchie de tes pensées ?  Pour quoi tu m’as multiplié par zéro, alors que je ne suis pas encore mort SYLLA, revient avant qu’il ne soit trop tard|Chœur : AMINATA yebisa nga na yeba, esika nini y’otia nga na hiérarchie ya bas pensées nayo  Pour quoi ozo multiplier nga par zero, SYLLA  nanu na kufi tèh revient avant qu’il ne soit trop tard
JB : [Dédicaces …]|JB : [Dédicaces …]
Intro : La fraîcheur L'obscurité Le monde  J'ai des soucis |Intro : Malili eh   Molili eh  Mokili eh  Nga soucis iih
Koffi : Gloire à DIEU  Alléluia Masiya  Au revoir papa, au revoir maman Est-ce que vous m'avez mis au monde, pour que les gens m'insultent ?|Koffi : Nkembo na Yahweh  Alléluia Masiya aah  Au revoir papa, au revoir mama Est-ce que bobotaki ngaï, mpo bato bafingaka nga ?
Chœur : Je me le demande |Chœur : Na tuna nanu uuh 
Koffi : Au revoir papa, au revoir maman Comment je suis né? Pourquoi ai-je été conçu ? Est-ce  que je suis né un jour de deuil ? |Koffi : Oh au revoir papa, au revoir mama Bobotaki nga comment ? Bobotaki nga pour quoi ? Bobotaki nga est-ce que ezalaki mokolo ya mokuya ?
Chœur : Dites-le moi |Chœur : Bolobela ngayé eh
Koffi : Ceux qui me calomnient, est-ce qu'ils sont des Saints ? Ceux qui m'insultent, est-ce qu'ils n'ont aucun défaut ? |Koffi : Bat'oyo baz'otonga nga, bango est-ce que baza ba santu ? Bat'oyo baz'ofinga nga, bango est-ce que bazanga ata moi défaut ?
Chœur : J'en doute |Chœur : Na beti ntembé eh 
Koffi : Qu'est-ce qu'il y a vraiment GABIN YATEMBO ? RAMBO, le grand frère de DIDI, qui est mort jeune  Il m'a laissé MANAELLE, MAGALIE et PUPU  RAMBO le grand frère de SYLVIDE  Pourquoi cherchez-vous à tout prix que je meurs avant, le monde appartient à tous|Koffi : Vraiment nini yango GABIN YATEMBO ? Heu RAMBO yaya na DIDI, oyo akei elenge Atikeli nga  MENAELLE, MAGALIE mpe PUPU  RAMBO yaya na SYLVIDE  Boni b'ozo luka na kufa avant, mokili eza ya moto nioso tout
Chœur : L'évangile selon chacun de nous |Chœur : Évangile selon moto na moto oh 
Koffi : SANDRA et VETI … dites leurs de m'oublier|Koffi : SANDRA yo na ma VETI … bo yebisa bango ba libéré nga ko
Koffi : Au revoir papa, au revoir maman Comment je suis né? Pourquoi ai-je été conçu ? Quand je suis né, est-ce les frais de la maternité ?|Koffi : Oh au revoir papa, au revoir mama Bobotaki nga comment ? Bobotaki nga pour quoi ? Bobotaki nga est-ce que niongo ya maternité ?
Chœur : Ne les avez vous pas payés ?|Chœur : Bofutaki te 
Koffi : Oh mon DIEU, le père de JESUS  Tu m'as crée mon Dieu à ton image  Ma prière, si elle arrive jusqu'à toi mon Dieu Fais moi voir ne serai-ce que dans un rêve, pourquoi je suis devenu la bête noire|Koffi : Oh oh oh Yahweh, papa na Yezu  Okelaki nga Yahweh na elili nayo mei  Losambo na nga Yahweh soki ekomi epayi nayo Lakisa nga ata na ndoto pour quoi nakoma bête noire 
Chœur : De mes détracteurs |Chœur : Ya ba nguna na ngayé eh 
Koffi : Ceux qui me détestent sont-ils des Saints ? Ceux qui m'insultent sont-ils des Saint THOMAS ?|Koffi : Bat'oyo baz'okana nga bango est-ce que baza ba santu ? Bat'oyo baz'ofinga nga est-ce que bango baza ba Saint THOMAS 
Chœur : J'en doute |Choeur : Nakoti doute eh 
Koffi : Dédicaces …|Koffi : Dédicaces …
Chœur : J'en crois pas|Choeur : Na ndimi yango te eh 
Koffi : JESUS protège moi des calomnies JESUS protège moi de la médisance  Qu'est-ce qu'il y a vraiment SASA HAMEDE Qu'est-ce qu'il y a vraiment TCHATCHO MBALA  Heu RAMBO le grand de DIDI, qui est mort jeune  Il m'a laissé MANAELLE, MAGALIE et PUPU  RAMBO le papa de ROCKY, MINOU et ELVIS  RAMBO le papa de ARISTOTE, le grand frère de THIERY  Hum pourquoi cherchez-vous à tout prix que je meurs avant, je vais les laisser chez qui? Le monde appartient à tous |Koffi : Yezu bomba nga na matongi Yezu batela nga na masenginia  Vraiment nini yango SASA HAMEDE Vraiment nini yango TCHATCHO MBALA  Heu RAMBO yaya na DIDI, oyo akei se bomwana  Atikeli nga  MENAELLE, MAGALIE mpe PUPU  RAMBO papa na ROCKY, MINOU na ELVIS  RAMBO papa na ARISTOTE yaya na THIERY  Hum boni b'ozo luka na kufa avant, natika bango na nani monde eza ya moto nioso tout 
Chœur : Que de la jalousie Que des calomnies|Chœur :  Kaka jalousie Kaka calomnie 
Koffi : Comment se fait-il que les gens sont tout le temps dans les églises  Tout le temps avec la bible en main, alors que nos cœurs sont mauvais |Koffi : Ndege nini bato ya mokoli tango nioso na ndako ya NZAMBE  Ndenge nini bible en main kasi mitema na biso mabé eeh 
Chœur : On ne se réjoui pas du malheur des autres |Chœur : Pasi ya moninga ba salelaka feti te 
Koffi : Ceux qui me calomnient, sont-ils parfaits ? Ceux qui cherchent ma mort, sont-ils éternels ?|Koffi : Bato b'azo tonga nga est-ce que bango mei baza parfait ?  Bato b'azo luka liwa na nga est-ce que bango baza éternels ? 
Chœur : Ce monde de Dieu La terre pour tous |Choeur : Mokili ya NZAMBE Mabele elisi ye 
Oh Seigneur Tu as créé la vie humaine  L’être humain va se frotter à la maladie  Le blanc à fabriquer les médicaments pour que l’Homme soit guérit  S’il ne tenait qu’à l’argent, Bowulé ne serait pas morte  Car la famille a tout fait  Seigneur, pourquoi la mort ?  Effroyable, je n’y croyais pas|FRANCO : Oh Nzambé  Osala bomowi bwa moto  Moto akoya ko kutana na malade  Mondelé pe asali kisi po moto abika  Vraiment soki ezalaki po na mbongo ndé Bowulé a kufi té Po famille asali nioso  Nzambé , pona nini liwa ?  Ah somo, na ndimaki té, hum
CARLYTO: Le testament, la famille je le lis et le relis  Les paroles de Bowulé, les amis je les lis en pleurant  Je n’ai plus rien au monde, la famille vous m’avez fait du mal  Massiya comment est ce que je peux faire des manières, le monde vient de m’ôter de mon estime aujourd’hui je l’admets|CARLYTO: Testatement ba ndeko na kotanga na ko zongela eh  Maloba ya Bowulé baninga na kotanga nako lela eh  Nazangi na mokili oh ba famille bosali nga mabé Massiya na sala fielé wapi oh mokili esilisi nga lolendo lelo na ndimi
Le testament, la famille je le lis et le relis  Les paroles de Bowulé, les amis je les lis en pleurant  Je n’ai plus rien au monde, les ennemis vous m’avez fait consommer du poison  Louambo comment est ce que je peux faire des manières, le monde vient de m’ôter de mon estime aujourd’hui je l’admets|Testatement ba ndeko na kotanga na ko zongela eh  Maloba ya Bowulé baninga na kotanga nako lela eh  Nazangi na mokili oh binemi bo liesi nga poison Luambo na sala fielé wapi oh mokili esilisi  nga lolendo lelo na ndimi
La mort de Bowulé a raisonné comme le tonnerre dans mes oreilles Ca me rend fou, je ne sais plus quoi faire  L’argent est inutile, car il ne peu pas acheter la mort|Liwa ya Bowulé sango lokola nkaké na motoyi eh  Epesi nga liboma, na zangi likambo nga na sala  Mbongo eloko pamba ekoki ko somba liwa te
Bowulé, hier dans la souffrance tu m’avais regardé et tu as souri  Tu m’avais interdit de pleurer, et tu m’avais promis que tu allais guérir Alors que tu savais que tu allais mourir Tu m’as menti, quand je suis parti me coucher tu as rendu l’âme Sans même une dernière parole, Josée t’es méchante ma chérie|Ya Bowulé lobi na pasi otali nga oseki  Opekisi nga ko lela eh, kasi olakaki nga okobika  Nzoka oyebaki ozali kokende Okosi nga nde ko kosa, nakeyi kolala yo okati motema  Ata liloba ya suka, Josée yo méchante mama
Bowulé, hier dans la souffrance tu m’avais regardé et tu avais pleuré  Tu m’avais caché le secret, tu savais que tu allais mourir  Tu m’avais demandé d’aller me coucher  Tu m’as menti, après que je sois parti tu avais rendu l’âme  Tu n’as pas voulu que je sois la, Josée t’es méchante ma chérie|Ya Bowulé lobi na pasi otali nga oleli  Obombeli nga sekele oh kasi oyebaki oko kufa   Olobi na nga na kende kolala eh  Okosi nga nde ko kosa, sima na nga y’okati motema   Olingaki na zala te, Josée yo méchante mama
